id,region,prefecture,ward,town,chome,banchi_text,created_at,updated_at
27,간토,도쿄도,오타구,오오모리니시,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
28,간토,도쿄도,오타구,오오모리니시,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
29,간토,도쿄도,오타구,오오모리니시,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
30,간토,도쿄도,오타구,오오모리니시,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
31,간토,도쿄도,오타구,오오모리니시,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
32,간토,도쿄도,오타구,오오모리니시,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
33,간토,도쿄도,오타구,오오모리니시,7,"1, 2",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
34,간토,도쿄도,오타구,오오모리니시,7,"3, 4, 5, 6, 7",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
35,간토,도쿄도,오타구,오오모리니시,7,"7, 8, 9",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
36,간토,도쿄도,오타구,오오모리히가시,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
37,간토,도쿄도,오타구,오오모리히가시,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
38,간토,도쿄도,오타구,오오모리히가시,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
39,간토,도쿄도,오타구,오오모리히가시,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
40,간토,도쿄도,오타구,오오모리히가시,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
41,간토,도쿄도,오타구,오오모리혼초,1,1-8,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
42,간토,도쿄도,오타구,오오모리혼초,1,"9, 10, 11",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
43,간토,도쿄도,오타구,오오모리혼초,2,"1-24, 25, 26, 27, 31-33",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
44,간토,도쿄도,오타구,오오모리혼초,2,"25, 27, 28, 29, 30",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
45,간토,도쿄도,오타구,오오모리미나미,1,"5-11, 12, 17, 18",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
46,간토,도쿄도,오타구,오오모리미나미,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
47,간토,도쿄도,오타구,오오모리미나미,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
48,간토,도쿄도,오타구,오오모리미나미,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
49,간토,도쿄도,오타구,오오모리미나미,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
50,간토,도쿄도,오타구,오오모리미나미,1,"1-4, 12-24",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
51,간토,도쿄도,오타구,가마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
52,간토,도쿄도,오타구,가마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
53,간토,도쿄도,오타구,가마타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
54,간토,도쿄도,오타구,가마타,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
55,간토,도쿄도,오타구,가마타,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
56,간토,도쿄도,오타구,가마타혼초,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
57,간토,도쿄도,오타구,가마타혼초,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
58,간토,도쿄도,오타구,가미이케다이,1,"1-18, 19, 20-53",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
59,간토,도쿄도,오타구,가미이케다이,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
60,간토,도쿄도,오타구,가미이케다이,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
61,간토,도쿄도,오타구,가미이케다이,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
62,간토,도쿄도,오타구,가미이케다이,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
63,간토,도쿄도,오타구,기타코지야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
64,간토,도쿄도,오타구,기타코지야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
65,간토,도쿄도,오타구,기타센조쿠,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
66,간토,도쿄도,오타구,기타센조쿠,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
67,간토,도쿄도,오타구,기타센조쿠,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
68,간토,도쿄도,오타구,기타마고메,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
69,간토,도쿄도,오타구,기타마고메,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
70,간토,도쿄도,오타구,기타미네마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
71,간토,도쿄도,오타구,기타미네마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
72,간토,도쿄도,오타구,기타미네마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
73,간토,도쿄도,오타구,구가하라,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
74,간토,도쿄도,오타구,구가하라,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
75,간토,도쿄도,오타구,구가하라,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
76,간토,도쿄도,오타구,구가하라,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
77,간토,도쿄도,오타구,구가하라,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
78,간토,도쿄도,오타구,산노,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
79,간토,도쿄도,오타구,산노,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
80,간토,도쿄도,오타구,산노,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
81,간토,도쿄도,오타구,산노,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
82,간토,도쿄도,오타구,시모마루코,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
83,간토,도쿄도,오타구,시모마루코,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
84,간토,도쿄도,오타구,시모마루코,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
85,간토,도쿄도,오타구,시모마루코,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
86,간토,도쿄도,오타구,신카마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
87,간토,도쿄도,오타구,신카마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
88,간토,도쿄도,오타구,신카마타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
89,간토,도쿄도,오타구,다마가와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
90,간토,도쿄도,오타구,다마가와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
91,간토,도쿄도,오타구,지도리,1,1-19,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
92,간토,도쿄도,오타구,지도리,1,"20, 21, 22, 23, 24, 25, 26",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
93,간토,도쿄도,오타구,지도리,2,"1-26, 28-35, 37",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
94,간토,도쿄도,오타구,지도리,2,"27, 36, 38, 39, 40, 41",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
95,간토,도쿄도,오타구,지도리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
96,간토,도쿄도,오타구,주오,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
97,간토,도쿄도,오타구,주오,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
98,간토,도쿄도,오타구,주오,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
99,간토,도쿄도,오타구,주오,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
100,간토,도쿄도,오타구,주오,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
101,간토,도쿄도,오타구,주오,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
102,간토,도쿄도,오타구,주오,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
103,간토,도쿄도,오타구,주오,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
104,간토,도쿄도,오타구,덴엔초후,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
105,간토,도쿄도,오타구,덴엔초후,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
106,간토,도쿄도,오타구,덴엔초후,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
107,간토,도쿄도,오타구,덴엔초후,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
108,간토,도쿄도,오타구,덴엔초후,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
109,간토,도쿄도,오타구,덴엔초후혼초,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
110,간토,도쿄도,오타구,덴엔초후혼초,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
111,간토,도쿄도,오타구,덴엔초후혼초,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
112,간토,도쿄도,오타구,덴엔초후미나미,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
113,간토,도쿄도,오타구,덴엔초후미나미,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
114,간토,도쿄도,오타구,덴엔초후미나미,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
115,간토,도쿄도,오타구,나카이케가미,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
116,간토,도쿄도,오타구,나카이케가미,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
117,간토,도쿄도,오타구,나카마고메,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
118,간토,도쿄도,오타구,나카마고메,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
119,간토,도쿄도,오타구,나카마고메,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
120,간토,도쿄도,오타구,나카로쿠고,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
121,간토,도쿄도,오타구,나카로쿠고,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
122,간토,도쿄도,오타구,나카로쿠고,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
123,간토,도쿄도,오타구,나카로쿠고,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
124,간토,도쿄도,오타구,니시카마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
125,간토,도쿄도,오타구,니시카마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
126,간토,도쿄도,오타구,니시카마타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
127,간토,도쿄도,오타구,니시카마타,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
128,간토,도쿄도,오타구,니시카마타,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
129,간토,도쿄도,오타구,니시카마타,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
130,간토,도쿄도,오타구,니시카마타,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
131,간토,도쿄도,오타구,니시카마타,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
132,간토,도쿄도,오타구,니시코지야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
133,간토,도쿄도,오타구,니시코지야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
134,간토,도쿄도,오타구,니시코지야,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
135,간토,도쿄도,오타구,니시코지야,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
136,간토,도쿄도,오타구,니시마고메,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
137,간토,도쿄도,오타구,니시마고메,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
138,간토,도쿄도,오타구,니시미네마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
139,간토,도쿄도,오타구,니시미네마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
140,간토,도쿄도,오타구,니시미네마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
141,간토,도쿄도,오타구,니시로쿠고,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
142,간토,도쿄도,오타구,니시로쿠고,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
143,간토,도쿄도,오타구,니시로쿠고,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
144,간토,도쿄도,오타구,니시로쿠고,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
145,간토,도쿄도,오타구,하기나카,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
146,간토,도쿄도,오타구,하기나카,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
147,간토,도쿄도,오타구,하기나카,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
148,간토,도쿄도,오타구,하네다,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
149,간토,도쿄도,오타구,하네다,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
150,간토,도쿄도,오타구,하네다,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
151,간토,도쿄도,오타구,하네다,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
152,간토,도쿄도,오타구,하네다,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
153,간토,도쿄도,오타구,하네다,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
154,간토,도쿄도,오타구,히가시미네마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
155,간토,도쿄도,오타구,히가시미네마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
156,간토,도쿄도,오타구,히가시미네마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
157,간토,도쿄도,오타구,히가시카마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
158,간토,도쿄도,오타구,히가시카마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
159,간토,도쿄도,오타구,히가시코지야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
160,간토,도쿄도,오타구,히가시코지야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
161,간토,도쿄도,오타구,히가시코지야,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
162,간토,도쿄도,오타구,히가시코지야,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
163,간토,도쿄도,오타구,히가시코지야,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
164,간토,도쿄도,오타구,히가시코지야,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
165,간토,도쿄도,오타구,히가시마고메,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
166,간토,도쿄도,오타구,히가시마고메,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
167,간토,도쿄도,오타구,히가시미네마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
168,간토,도쿄도,오타구,히가시미네마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
169,간토,도쿄도,오타구,히가시야구치,1,"1, 2, 3, 4, 8, 9, 10",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
170,간토,도쿄도,오타구,히가시야구치,1,"5, 6, 7, 9, 10, 11-18",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
171,간토,도쿄도,오타구,히가시야구치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
172,간토,도쿄도,오타구,히가시야구치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
173,간토,도쿄도,오타구,히가시유키가야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
174,간토,도쿄도,오타구,히가시유키가야,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
175,간토,도쿄도,오타구,히가시유키가야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
176,간토,도쿄도,오타구,히가시유키가야,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
177,간토,도쿄도,오타구,히가시유키가야,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
178,간토,도쿄도,오타구,히가시로쿠고,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
179,간토,도쿄도,오타구,히가시로쿠고,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
180,간토,도쿄도,오타구,히가시로쿠고,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
181,간토,도쿄도,오타구,헤이와지마,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
182,간토,도쿄도,오타구,헤이와지마,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
183,간토,도쿄도,오타구,헤이와지마,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
184,간토,도쿄도,오타구,헤이와지마,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
185,간토,도쿄도,오타구,헤이와지마,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
186,간토,도쿄도,오타구,헤이와지마,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
187,간토,도쿄도,오타구,혼하네다,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
188,간토,도쿄도,오타구,혼하네다,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
189,간토,도쿄도,오타구,혼하네다,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
190,간토,도쿄도,오타구,미나미카마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
191,간토,도쿄도,오타구,미나미카마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
192,간토,도쿄도,오타구,미나미카마타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
193,간토,도쿄도,오타구,미나미쿠가하라,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
194,간토,도쿄도,오타구,미나미쿠가하라,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
195,간토,도쿄도,오타구,미나미센조쿠,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
196,간토,도쿄도,오타구,미나미센조쿠,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
197,간토,도쿄도,오타구,미나미센조쿠,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
198,간토,도쿄도,오타구,미나미마고메,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
199,간토,도쿄도,오타구,미나미마고메,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
200,간토,도쿄도,오타구,미나미마고메,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
201,간토,도쿄도,오타구,미나미마고메,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
202,간토,도쿄도,오타구,미나미마고메,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
203,간토,도쿄도,오타구,미나미마고메,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
204,간토,도쿄도,오타구,미나미유키가야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
205,간토,도쿄도,오타구,미나미유키가야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
206,간토,도쿄도,오타구,미나미유키가야,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
207,간토,도쿄도,오타구,미나미유키가야,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
208,간토,도쿄도,오타구,미나미유키가야,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
209,간토,도쿄도,오타구,미나미로쿠고,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
210,간토,도쿄도,오타구,미나미로쿠고,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
211,간토,도쿄도,오타구,미나미로쿠고,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
212,간토,도쿄도,오타구,야구치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
213,간토,도쿄도,오타구,야구치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
214,간토,도쿄도,오타구,야구치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
215,간토,도쿄도,오타구,유키가야오오쓰카마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
216,간토,도쿄도,오타구,유키가야오오쓰카마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
217,간토,도쿄도,오타구,유키가야오오쓰카마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
218,간토,도쿄도,기타쿠,아카바네,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
219,간토,도쿄도,기타쿠,아카바네,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
220,간토,도쿄도,기타쿠,아카바네,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
221,간토,도쿄도,기타쿠,아카바네키타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
222,간토,도쿄도,기타쿠,아카바네키타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
223,간토,도쿄도,기타쿠,아카바네키타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
224,간토,도쿄도,기타쿠,아카바네다이,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
225,간토,도쿄도,기타쿠,아카바네다이,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
226,간토,도쿄도,기타쿠,아카바네다이,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
227,간토,도쿄도,기타쿠,아카바네다이,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
228,간토,도쿄도,기타쿠,아카바네니시,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
229,간토,도쿄도,기타쿠,아카바네니시,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
230,간토,도쿄도,기타쿠,아카바네니시,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
231,간토,도쿄도,기타쿠,아카바네니시,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
232,간토,도쿄도,기타쿠,아카바네니시,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
233,간토,도쿄도,기타쿠,아카바네니시,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
